着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,馬主,賞金(万円),label,race_id
4,8,8,パワフルテソーロ,牡2,54.0,大野拓弥,2:06.2,2.1/2,2-2-2-2,34.6,15.9,7.0,486(0),[東]和田雄二,了徳寺健二,110.0,0,201706040105
5,5,5,ロイヤルアフェア,牡2,54.0,内田博幸,2:06.5,1.3/4,5-5-7-7,34.4,3.9,2.0,488(0),[東]古賀慎明,シルクレーシング,70.0,0,201706040105
6,1,1,エクセルキング,牡2,54.0,杉原誠人,2:07.0,3,7-7-7-7,34.8,134.3,9.0,480(0),[東]伊藤伸一,谷川正純,,0,201706040105
7,8,9,ウサギノダンス,牡2,54.0,蛯名正義,2:07.1,1/2,3-3-3-2,35.4,9.6,6.0,472(0),[東]南田美知,桐谷茂,,0,201706040105
8,2,2,ウインセイラー,牡2,54.0,宮崎北斗,2:07.4,2,9-9-9-9,35.0,84.3,8.0,482(0),[東]黒岩陽一,ウイン,,0,201706040105
9,3,3,ラッキーチョウサン,牡2,54.0,戸崎圭太,2:07.6,1.1/4,4-4-4-6,35.7,9.2,5.0,544(0),[東]和田正一,チョウサン,,0,201706040105
1,8,16,ディアドラ,牝3,54.0,岩田康誠,1:59.8,,12-11-10-11,33.8,2.5,1.0,478(+12),[西]橋田満,森田藤治,"3,563.7",1,201706040111
2,6,11,カリビアンゴールド,牝3,54.0,田中勝春,1:59.8,ハナ,5-5-6-5,34.0,15.7,6.0,454(+4),[東]小島太,Ｈ．Ｈ．シェイク・モハメド,"1,418.2",1,201706040111
3,4,7,ポールヴァンドル,牝3,54.0,三浦皇成,1:59.8,ハナ,10-10-12-11,33.7,8.4,4.0,528(-6),[東]上原博之,シルクレーシング,889.1,1,201706040111
4,1,2,ブラックオニキス,牝3,54.0,大野拓弥,2:00.1,1.3/4,8-8-10-7,34.1,48.7,13.0,420(+10),[東]加藤和宏,岡田牧雄,530.0,0,201706040111
5,2,3,ライジングリーズン,牝3,54.0,丸田恭介,2:00.1,クビ,14-14-15-15,33.7,13.9,5.0,482(-6),[東]奥村武,岡田牧雄,350.0,0,201706040111
6,7,15,ルヴォワール,牝3,54.0,戸崎圭太,2:00.2,クビ,12-11-13-11,34.0,5.6,2.0,522(0),[東]手塚貴久,キャロットファーム,,0,201706040111
7,7,13,ミッシングリンク,牝3,54.0,石橋脩,2:00.3,1/2,1-1-1-1,34.8,28.5,9.0,512(-4),[東]斎藤誠,小田吉男,,0,201706040111
8,8,18,サロニカ,牝3,54.0,吉田隼人,2:00.3,クビ,8-8-9-7,34.4,19.4,7.0,444(+14),[西]角居勝彦,吉田勝己,,0,201706040111
9,4,8,ホウオウパフューム,牝3,54.0,田辺裕信,2:00.5,1.1/4,16-16-15-15,34.1,6.5,3.0,480(+6),[東]奥村武,小笹芳央,,0,201706040111
10,5,9,プリンセスルーラー,牝3,54.0,丸山元気,2:00.7,1.1/4,2-2-2-2,35.1,28.7,10.0,480(-10),[西]高橋康之,大森悌次,,0,201706040111
11,8,17,シーズララバイ,牝3,54.0,柴田善臣,2:00.7,ハナ,5-5-2-3,35.1,45.0,12.0,432(+10),[東]竹内正洋,吉田千津,,0,201706040111
12,7,14,ナムラムラサキ,牝3,54.0,津村明秀,2:00.8,3/4,3-3-2-3,35.2,24.3,8.0,420(-4),[東]岩戸孝樹,奈村睦弘,,0,201706040111
13,6,12,マナローラ,牝3,54.0,蛯名正義,2:01.0,1.1/4,5-5-6-7,35.2,38.0,11.0,458(+6),[西]鮫島一歩,前田幸治,,0,201706040111
14,1,1,フレスコパスト,牝3,54.0,武藤雅,2:01.0,ハナ,18-18-17-18,34.5,241.8,17.0,410(0),[東]中野栄治,岡田壮史,,0,201706040111
15,3,5,ワラッチャウヨネ,牝3,54.0,勝浦正樹,2:01.0,ハナ,11-11-13-14,34.7,273.5,18.0,420(+10),[東]高橋義博,渡辺牧場,,0,201706040111
16,3,6,ジッパーレーン,牝3,54.0,吉田豊,2:01.2,1.1/4,3-4-6-5,35.4,57.6,14.0,452(-8),[東]戸田博文,Ｇ１レーシング,,0,201706040111
17,2,4,ガジュマル,牝3,54.0,北村宏司,2:01.2,ハナ,17-16-17-17,34.7,108.2,15.0,476(+4),[東]伊藤大士,山住勲,,0,201706040111
18,5,10,シンボリジュネス,牝3,54.0,木幡巧也,2:01.4,1.1/2,14-14-2-7,35.8,215.4,16.0,470(+2),[東]菊川正達,シンボリ牧場,,0,201706040111
1,3,5,バラダガール,牝3,54.0,戸崎圭太,2:15.2,,13-13-2-2,35.1,2.2,1.0,534(-6),[東]国枝栄,シルクレーシング,500.0,1,201706030804
2,2,3,フリージングレイン,牡3,56.0,北村宏司,2:15.2,クビ,4-4-5-1,35.0,2.7,2.0,506(+2),[東]古賀慎明,社台レースホース,200.0,1,201706030804
3,6,10,ベルウッドデナリ,牡3,56.0,江田照男,2:15.6,2.1/2,6-6-6-5,35.3,21.5,5.0,492(-2),[東]本間忍,鈴木照雄,130.0,1,201706030804
4,6,11,エスティーム,牡3,56.0,柴田大知,2:15.6,ハナ,5-5-6-9,35.3,7.8,3.0,516(-2),[東]金成貴史,岡田繁幸,75.0,0,201706030804
5,5,9,ピンクスパイダー,牡3,53.0,野中悠太,2:15.7,1/2,9-9-6-5,35.4,28.8,8.0,418(-2),[東]和田雄二,ＨｉｍＲｏｃｋＲａｃｉｎｇ,50.0,0,201706030804
6,7,12,アーネストホープ,牡3,56.0,柴田善臣,2:15.7,クビ,11-11-12-11,35.0,178.1,13.0,492(+4),[東]中舘英二,ノルマンディーサラブレッドレーシング,,0,201706030804
7,7,13,ミルトプレスト,牡3,56.0,大野拓弥,2:15.8,クビ,15-15-13-14,34.9,24.7,7.0,500(-6),[東]佐藤吉勝,永山勝敏,,0,201706030804
8,5,8,ハウエバー,牡3,56.0,松山弘平,2:15.8,ハナ,8-8-10-11,35.2,74.2,9.0,406(0),[東]和田正一,古賀和夫,,0,201706030804
9,4,7,サウスディアマンテ,牡3,56.0,和田竜二,2:15.9,1/2,13-13-15-15,34.8,242.3,14.0,424(-8),[東]中川公成,西森鶴,,0,201706030804
10,8,14,バレッティ,牡3,56.0,横山典弘,2:15.9,ハナ,2-2-1-2,35.9,10.9,4.0,500(-2),[東]久保田貴,社台レースホース,,0,201706030804
11,4,6,コスモエアターン,牝3,54.0,黛弘人,2:16.3,2.1/2,6-6-6-5,36.0,118.2,12.0,434(-2),[東]中舘英二,ビッグレッドファーム,,0,201706030804
12,3,4,クリノカエサル,牡3,56.0,吉田豊,2:16.7,2.1/2,11-11-13-11,35.9,308.9,15.0,486(+10),[東]高橋義博,栗本博晴,,0,201706030804
13,8,15,ダンスアラウンド,牡3,56.0,松岡正海,2:16.8,3/4,3-2-2-5,36.8,84.7,10.0,526(-10),[東]田中剛,社台レースホース,,0,201706030804
14,1,1,ジャズドリーム,牡3,56.0,田辺裕信,2:17.0,1.1/4,9-9-10-10,36.4,22.5,6.0,462(0),[東]大竹正博,石橋和夫,,0,201706030804
15,2,2,イノセンシア,牡3,56.0,武士沢友,2:17.7,4,1-1-2-2,37.7,100.7,11.0,442(0),[東]堀井雅広,中村広樹,,0,201706030804
1,4,4,テオドール,牡4,57.0,ルメール,1:58.7,,5-5-5-4,33.8,4.6,3.0,540(-10),[東]国枝栄,サンデーレーシング,"1,525.2",1,201706030808
2,3,3,カラビナ,牡4,57.0,田辺裕信,1:59.2,3,10-10-10-10,33.8,3.3,2.0,514(-2),[西]藤岡健一,Ｈ．Ｈ．シェイク・モハメド,607.2,1,201706030808
3,5,5,ソールインパクト,牡5,57.0,福永祐一,1:59.3,1/2,6-6-6-6,34.2,2.3,1.0,488(-4),[東]戸田博文,窪田康志,383.6,1,201706030808
4,8,11,ジョンブドール,牝5,55.0,シュタル,1:59.3,クビ,9-8-7-6,34.1,11.7,4.0,438(-8),[東]高橋文雅,サンデーレーシング,230.0,0,201706030808
5,1,1,ケンホファヴァルト,牡4,57.0,岩田康誠,1:59.4,クビ,1-1-1-1,35.2,19.1,6.0,452(-4),[西]森秀行,中西宏彰,150.0,0,201706030808
6,6,7,レッドアルティスタ,セ5,57.0,藤岡佑介,1:59.7,2,4-4-4-4,35.0,19.9,7.0,456(+2),[西]斉藤崇史,東京ホースレーシング,,0,201706030808
7,6,6,ウインテンダネス,牡4,57.0,柴田大知,2:00.0,2,8-8-7-8,34.8,13.0,5.0,498(+6),[西]杉山晴紀,ウイン,,0,201706030808
8,2,2,トーセンカナロア,牡5,57.0,野中悠太,2:00.4,2.1/2,3-3-2-2,36.0,77.7,9.0,488(-2),[東]小桧山悟,島川隆哉,,0,201706030808
9,7,9,タケデンタイガー,牡5,57.0,横山典弘,2:00.7,1.3/4,2-2-2-2,36.3,79.8,10.0,466(-10),[東]武市康男,武市弘,,0,201706030808
10,8,10,トーセンラーク,牝5,55.0,江田照男,2:00.9,1,7-7-7-8,35.7,60.0,8.0,494(-8),[東]武市康男,島川隆哉,,0,201706030808
除,7,8,カカドゥ,牡5,57.0,戸崎圭太,,,,,---,,486(+4),[東]奥村武,ラ・メール,,0,201706030808
1,6,11,アルアイン,牡3,57.0,松山弘平,1:57.8,,3-4-5-5,34.2,22.4,9.0,518(-2),[西]池江泰寿,サンデーレーシング,"12,708.3",1,201706030811
2,4,7,ペルシアンナイト,牡3,57.0,Ｍ．デム,1:57.8,クビ,15-15-5-5,34.1,8.1,4.0,480(-2),[西]池江泰寿,Ｇ１レーシング,"4,773.8",1,201706030811
3,5,10,ダンビュライト,牡3,57.0,武豊,1:57.9,3/4,6-6-5-3,34.3,56.1,12.0,466(-4),[西]音無秀孝,サンデーレーシング,"2,886.9",1,201706030811
4,8,16,クリンチャー,牡3,57.0,藤岡佑介,1:58.1,1.1/4,3-3-2-1,34.8,76.7,13.0,476(0),[西]宮本博,前田幸治,"1,500.0",0,201706030811
5,3,5,レイデオロ,牡3,57.0,ルメール,1:58.2,クビ,16-16-16-14,34.0,10.4,5.0,484(+8),[東]藤沢和雄,キャロットファーム,"1,000.0",0,201706030811
6,1,2,スワーヴリチャード,牡3,57.0,四位洋文,1:58.2,クビ,6-9-11-10,34.3,7.0,2.0,504(+4),[西]庄野靖志,ＮＩＣＫＳ,,0,201706030811
7,4,8,ファンディーナ,牝3,55.0,岩田康誠,1:58.3,クビ,3-4-4-3,34.8,2.4,1.0,504(-4),[西]高野友和,ターフ・スポート,,0,201706030811
8,8,17,ウインブライト,牡3,57.0,松岡正海,1:58.3,アタマ,10-9-8-5,34.5,14.7,6.0,466(+6),[東]畠山吉宏,ウイン,,0,201706030811
9,2,4,カデナ,牡3,57.0,福永祐一,1:58.3,クビ,16-17-11-10,34.4,7.2,3.0,452(-8),[西]中竹和也,前田幸治,,0,201706030811
10,5,9,プラチナヴォイス,牡3,57.0,和田竜二,1:58.3,アタマ,6-7-8-5,34.5,41.7,10.0,504(0),[西]鮫島一歩,本間茂,,0,201706030811
11,7,13,サトノアレス,牡3,57.0,戸崎圭太,1:58.4,1/2,18-17-18-14,33.9,19.8,8.0,500(0),[東]藤沢和雄,里見治,,0,201706030811
12,3,6,アウトライアーズ,牡3,57.0,田辺裕信,1:58.4,アタマ,13-13-13-12,34.3,16.5,7.0,480(-2),[東]小島茂之,丸山担,,0,201706030811
13,8,18,トラスト,牡3,57.0,柴田大知,1:58.6,1,2-2-1-2,35.3,153.6,17.0,472(+4),[西]中村均,岡田繁幸,,0,201706030811
14,2,3,コマノインパルス,牡3,57.0,江田照男,1:58.6,クビ,10-12-13-14,34.5,127.3,16.0,460(-2),[東]菊川正達,長谷川芳信,,0,201706030811
15,7,14,キングズラッシュ,牡3,57.0,柴田善臣,1:58.7,1/2,13-13-17-14,34.3,224.4,18.0,520(-2),[東]久保田貴,諸江幸祐,,0,201706030811
16,1,1,マイスタイル,牡3,57.0,横山典弘,1:59.6,5,6-7-8-12,35.8,79.0,14.0,452(+2),[西]昆貢,寺田千代乃,,0,201706030811
17,7,15,アダムバローズ,牡3,57.0,池添謙一,2:00.3,4,1-1-2-5,37.0,43.7,11.0,498(-6),[西]角田晃一,猪熊広次,,0,201706030811
18,6,12,アメリカズカップ,牡3,57.0,松若風馬,2:00.5,1.1/2,10-9-13-18,36.4,84.1,15.0,446(-4),[西]音無秀孝,谷掛龍夫,,0,201706030811
1,7,14,マイネルヴンシュ,牡3,56.0,柴田大知,2:00.4,,3-3-3-2,34.3,2.8,1.0,436(-8),[東]水野貴広,サラブレッドクラブ・ラフィアン,500.0,1,201706030704
2,2,3,プレシャスブルー,牡3,56.0,シュタル,2:00.5,1/2,7-7-5-4,34.1,3.5,2.0,430(-2),[東]相沢郁,石瀬浩三,200.0,1,201706030704
3,2,4,ヴァッラータ,牝3,54.0,大野拓弥,2:01.2,4,1-1-1-2,35.3,71.7,12.0,406(+8),[東]萱野浩二,サラブレッドクラブ・ラフィアン,130.0,1,201706030704
4,1,1,ボヌールバトー,牝3,54.0,柴山雄一,2:01.2,クビ,4-3-4-4,35.0,47.8,9.0,426(+8),[東]石栗龍彦,出口牧場,75.0,0,201706030704
5,5,9,ドナアブディアス,牡3,56.0,北村宏司,2:01.6,2.1/2,2-2-2-1,35.6,16.8,6.0,504(-10),[東]伊藤大士,Ｍ・Ｋｅｎｉｃｈｉホールディング,50.0,0,201706030704
6,4,8,ブリージーメイ,牝3,54.0,嘉藤貴行,2:01.6,クビ,4-5-5-6,35.2,38.7,8.0,418(-2),[東]伊藤伸一,冨沢敦子,,0,201706030704
7,7,13,ブルースカイハーツ,牡3,56.0,松岡正海,2:01.8,1.1/2,9-9-7-6,35.2,13.5,5.0,438(-2),[東]手塚貴久,ヒダカ・ブリーダーズ・ユニオン,,0,201706030704
8,6,11,デルマオウショウ,牡3,56.0,武士沢友,2:02.0,1.1/2,7-7-7-6,35.4,47.9,10.0,536(0),[東]堀井雅広,浅沼廣幸,,0,201706030704
9,5,10,パガットケーブ,牡3,56.0,内田博幸,2:02.3,1.1/2,16-16-13-14,35.3,8.7,4.0,514(-4),[東]宗像義忠,サンデーレーシング,,0,201706030704
10,3,5,インスティンクト,牡3,56.0,田辺裕信,2:02.5,1.1/4,11-12-14-12,35.4,22.5,7.0,482(+2),[東]上原博之,ノースヒルズ,,0,201706030704
11,8,16,グリフレット,牡3,56.0,蛯名正義,2:02.5,クビ,11-12-11-11,35.6,49.6,11.0,430(-2),[東]水野貴広,社台レースホース,,0,201706030704
12,3,6,ファウスト,牡3,56.0,岩部純二,2:02.5,アタマ,11-11-11-9,35.6,274.4,15.0,448(+14),[東]石毛善彦,清水敏,,0,201706030704
13,6,12,アップルパンチ,牝3,54.0,熊沢重文,2:02.8,1.1/2,9-9-10-9,36.1,306.8,16.0,412(0),[東]浅野洋一,田頭勇貴,,0,201706030704
14,1,2,ナカヤマグラン,牡3,56.0,柴田善臣,2:02.8,アタマ,14-14-14-14,35.7,81.3,13.0,448(-8),[東]二ノ宮敬,和泉憲一,,0,201706030704
15,4,7,オメガジェルベーラ,牡3,56.0,戸崎圭太,2:04.4,10,14-15-14-16,37.2,4.8,3.0,484(0),[東]斎藤誠,原禮子,,0,201706030704
16,8,15,アルマアンジュ,牝3,54.0,石川裕紀,2:04.7,2,6-5-7-12,38.2,221.5,14.0,486(-6),[東]高橋文雅,コウトミックレーシング,,0,201706030704
1,2,4,エミットライト,牝3,54.0,石橋脩,2:05.8,,14-1-1-1,37.6,9.8,5.0,468(-4),[東]斎藤誠,Ｇ１レーシング,500.0,1,201706030604
2,6,11,ラグナアズーラ,牝3,54.0,戸崎圭太,2:06.1,2,1-2-2-2,37.8,2.1,1.0,446(+8),[東]武市康男,シルクレーシング,200.0,1,201706030604
3,8,17,ラレゾン,牝3,54.0,大野拓弥,2:06.6,3,3-3-4-3,38.0,8.1,4.0,440(+2),[東]高木登,社台レースホース,130.0,1,201706030604
4,8,15,ネオヴィットーリア,牝3,54.0,吉田豊,2:06.7,3/4,5-5-7-3,37.9,13.1,6.0,464(0),[東]古賀史生,小林仁幸,75.0,0,201706030604
5,3,6,ストラギスト,牝3,54.0,蛯名正義,2:07.2,3,8-9-8-8,38.1,30.1,10.0,440(0),[東]中川公成,下河辺牧場,50.0,0,201706030604
6,7,13,ミヤビエメライン,牝3,51.0,野中悠太,2:07.5,1.3/4,14-14-17-16,37.6,29.5,9.0,420(-10),[東]小島茂之,村上義勝,,0,201706030604
7,3,5,ショウナンサザナミ,牝3,54.0,北村宏司,2:07.7,1.1/4,12-14-12-12,38.2,7.2,3.0,428(-4),[東]国枝栄,国本哲秀,,0,201706030604
8,1,2,プローン,牝3,54.0,杉原誠人,2:08.0,2,12-12-10-9,38.7,134.7,13.0,402(+4),[東]高市圭二,グリーンスウォード,,0,201706030604
9,6,12,フィーリングハート,牝3,54.0,柴田大知,2:08.0,アタマ,2-3-3-3,39.5,22.9,7.0,442(-6),[東]高橋祥泰,サラブレッドクラブ・ラフィアン,,0,201706030604
10,4,7,ヤマニンリュネビル,牝3,54.0,柴田善臣,2:08.1,1/2,8-9-14-13,38.4,27.9,8.0,496(-4),[東]蛯名利弘,土井肇,,0,201706030604
11,7,14,カシノポルカ,牝3,54.0,二本柳壮,2:08.1,ハナ,11-12-12-10,38.6,393.4,17.0,442(0),[東]二本柳俊,柏木務,,0,201706030604
12,2,3,ミツカネマジック,牝3,54.0,江田照男,2:08.1,アタマ,16-16-15-14,38.3,121.0,12.0,460(0),[東]本間忍,小山田満,,0,201706030604
13,4,8,レッドボヌール,牝3,54.0,田中勝春,2:08.6,3,10-11-10-14,39.2,6.8,2.0,430(-2),[東]宗像義忠,東京ホースレーシング,,0,201706030604
14,5,10,サクラセンティーレ,牝3,54.0,石川裕紀,2:08.7,1/2,5-7-5-3,40.0,43.1,11.0,470(+8),[東]尾関知人,さくらコマース,,0,201706030604
15,8,16,プロヴェルビオ,牝3,54.0,宮崎北斗,2:08.8,3/4,5-7-8-10,39.8,229.5,16.0,464(-8),[東]松永康利,サラブレッドクラブ・ラフィアン,,0,201706030604
16,5,9,サンマルスイート,牝3,54.0,小島太一,2:09.5,4,3-5-5-3,40.8,162.3,14.0,452(-2),[東]小島太,相馬勇,,0,201706030604
17,1,1,ケンブルース,牝3,54.0,武士沢友,2:09.6,3/4,17-16-15-16,39.8,191.4,15.0,428(-10),[東]石栗龍彦,中西宏彰,,0,201706030604
1,1,1,ヘリファルテ,牡3,56.0,シュタル,2:04.3,,10-10-11-8,36.8,4.8,2.0,484(0),[東]堀宣行,サンデーレーシング,500.0,1,201706030505
2,4,8,ハードアタック,牡3,56.0,内田博幸,2:04.3,クビ,8-8-5-4,37.2,4.2,1.0,488(-8),[東]古賀慎明,島川隆哉,200.0,1,201706030505
3,2,3,クリップスプリンガ,牡3,56.0,田中勝春,2:04.7,2.1/2,8-8-10-7,37.3,19.0,8.0,426(-6),[東]的場均,山下良子,130.0,1,201706030505
4,3,6,ヤマニンゼーレ,牡3,56.0,柴田善臣,2:04.9,1.1/2,6-6-5-4,37.8,77.4,13.0,490(+14),[東]栗田博憲,土井肇,75.0,0,201706030505
5,8,18,マイネルハレオ,牡3,56.0,嘉藤貴行,2:05.0,1/2,3-3-3-2,38.1,105.5,14.0,418(-2),[東]粕谷昌央,サラブレッドクラブ・ラフィアン,50.0,0,201706030505
6,5,10,メイプルストロング,牡3,53.0,野中悠太,2:05.0,クビ,13-13-13-12,37.4,7.2,4.0,504(-2),[東]高市圭二,節英司,,0,201706030505
7,1,2,ジュンマシュウ,牡3,56.0,大野拓弥,2:05.1,3/4,16-16-16-14,37.2,9.4,5.0,514(-14),[東]斎藤誠,河合純二,,0,201706030505
8,7,13,アルーリングデイズ,セ3,56.0,松岡正海,2:05.2,クビ,1-1-1-1,38.5,37.2,11.0,452(-6),[東]武井亮,社台レースホース,,0,201706030505
9,8,17,エンジェルドンキ,牝3,54.0,北村宏司,2:05.3,1/2,14-13-15-14,37.5,15.9,7.0,474(0),[東]青木孝文,廣崎利洋ＨＤ,,0,201706030505
10,7,15,マイネルクラース,牡3,56.0,柴田大知,2:05.4,3/4,18-18-17-14,37.3,5.2,3.0,444(-4),[東]高木登,サラブレッドクラブ・ラフィアン,,0,201706030505
11,5,9,ルーラーキング,牡3,55.0,木幡巧也,2:05.5,3/4,10-10-11-14,38.0,11.0,6.0,466(-2),[東]小笠倫弘,宮本貞雄,,0,201706030505
12,7,14,インペリアルフィズ,牡3,56.0,田辺裕信,2:05.6,クビ,14-13-13-8,37.9,19.1,9.0,462(-4),[東]小島太,社台レースホース,,0,201706030505
13,4,7,トゥーシェ,牝3,54.0,戸崎圭太,2:06.5,5,17-17-17-18,38.4,30.2,10.0,464(0),[東]萩原清,ノースヒルズ,,0,201706030505
14,6,11,ルチアーノカフェ,牡3,53.0,横山武史,2:06.7,1.1/4,6-6-3-4,39.7,387.5,17.0,480(+2),[東]小島太,西川光一,,0,201706030505
15,2,4,ジャガーゲイム,セ3,56.0,江田照男,2:06.7,アタマ,3-3-5-8,39.6,348.1,16.0,428(-14),[東]栗田博憲,山田弘,,0,201706030505
16,3,5,テイエムシャッフル,牡3,56.0,横山典弘,2:06.9,1.1/4,5-5-8-8,39.6,53.2,12.0,502(0),[東]石栗龍彦,竹園正繼,,0,201706030505
17,8,16,ライフライン,牡3,56.0,中谷雄太,2:07.5,3.1/2,10-10-8-12,40.2,549.7,18.0,474(-4),[東]柄崎孝,辻牧場,,0,201706030505
18,6,12,エリーヒストリー,牝3,54.0,松山弘平,2:07.6,1/2,2-2-2-2,40.8,271.0,15.0,470(-6),[東]武市康男,谷川正純,,0,201706030505
1,5,5,ウムブルフ,牡4,57.0,シュタル,2:14.5,,7-8-7-6,36.6,4.9,3.0,470(-4),[東]堀宣行,社台レースホース,"1,841.0",1,201706030510
2,6,6,ワールドレーヴ,牡7,57.0,岩田康誠,2:14.7,1,9-9-8-8,36.5,17.2,6.0,480(-2),[東]二ノ宮敬,嶋田賢,736.0,1,201706030510
3,8,8,サトノエトワール,牡4,57.0,吉田隼人,2:14.7,クビ,2-2-2-2,37.2,2.9,1.0,506(-2),[西]角居勝彦,里見治,463.0,1,201706030510
4,1,1,アドマイヤキズナ,牡4,57.0,川田将雅,2:14.8,1/2,6-6-5-1,37.0,6.0,5.0,464(-2),[西]友道康夫,近藤利一,270.0,0,201706030510
5,2,2,ペンタトニック,牡6,57.0,北村宏司,2:15.1,1.3/4,7-7-5-4,37.3,5.3,4.0,500(-2),[西]大久保龍,吉田勝己,182.0,0,201706030510
6,4,4,イチダイ,牡4,57.0,内田博幸,2:15.5,2.1/2,4-3-2-4,37.9,4.8,2.0,530(-6),[東]柄崎孝,三度屋,,0,201706030510
7,8,9,ロングシャドウ,牡7,57.0,江田照男,2:16.7,7,1-1-1-3,39.6,81.8,9.0,516(-4),[東]宗像義忠,飯塚知一,,0,201706030510
8,3,3,ショウナンマルシェ,セ6,57.0,田辺裕信,2:17.3,3.1/2,3-3-2-6,39.7,30.4,8.0,482(0),[東]二ノ宮敬,国本哲秀,,0,201706030510
9,7,7,グランアルマダ,牡5,57.0,松山弘平,2:18.0,4,4-3-9-9,39.3,20.3,7.0,526(+2),[西]西園正都,サンデーレーシング,,0,201706030510
1,7,10,ジョンブドール,牝5,55.0,シュタル,2:03.2,,6-6-6-8,34.7,9.3,3.0,446(+10),[東]高橋文雅,サンデーレーシング,750.0,1,201706030408
2,5,6,シャリオヴァルト,牡4,57.0,田辺裕信,2:03.2,クビ,10-11-10-8,34.4,2.3,1.0,462(0),[東]尾関知人,前田幸治,300.0,1,201706030408
3,7,9,マツリダバッハ,牡4,57.0,蛯名正義,2:03.3,3/4,9-9-7-4,34.7,33.3,11.0,492(+10),[東]国枝栄,高橋文枝,190.0,1,201706030408
4,2,2,ジュンファイトクン,牡5,57.0,松若風馬,2:03.3,ハナ,10-10-10-12,34.5,10.7,6.0,448(-2),[西]森秀行,河合純二,110.0,0,201706030408
5,4,4,カマクラ,牝4,55.0,幸英明,2:03.3,ハナ,7-8-7-11,34.7,9.7,4.0,458(+2),[東]戸田博文,市川義美ホールディングス,75.0,0,201706030408
6,8,11,トーセンカナロア,牡5,55.0,井上敏樹,2:03.4,クビ,2-2-2-2,35.3,27.1,10.0,490(0),[東]小桧山悟,島川隆哉,,0,201706030408
7,6,7,レッドベリンダ,牝5,55.0,北村宏司,2:03.4,クビ,4-3-3-5,35.1,18.2,8.0,464(-2),[東]古賀慎明,東京ホースレーシング,,0,201706030408
8,1,1,アイノカケハシ,牝5,55.0,戸崎圭太,2:03.5,1/2,12-11-10-8,34.7,10.0,5.0,438(0),[東]勢司和浩,國分純,,0,201706030408
9,5,5,ウェルブレッド,牡5,57.0,菱田裕二,2:03.6,クビ,4-3-3-5,35.3,23.1,9.0,446(+2),[東]加藤征弘,サンデーレーシング,,0,201706030408
10,3,3,ラペルトワ,牝4,55.0,柴田大知,2:03.8,1.1/4,7-6-7-2,35.2,54.2,12.0,510(-6),[東]清水英克,サラブレッドクラブ・ラフィアン,,0,201706030408
11,8,12,ウエスタンエスプリ,牡4,57.0,柴田善臣,2:04.1,2,3-3-3-5,35.9,16.5,7.0,512(-2),[東]柴田政人,西川賢,,0,201706030408
12,6,8,ブレイクマイハート,牝4,55.0,松岡正海,2:04.2,クビ,1-1-1-1,36.2,5.3,2.0,440(-6),[東]国枝栄,嶋田賢,,0,201706030408
1,1,1,ウインブルーローズ,牡5,54.0,吉田隼人,2:37.6,,5-4-4-3,34.7,25.9,8.0,488(0),[東]高橋祥泰,ウイン,"1,525.2",1,201706030409
2,3,3,ステイブラビッシモ,牡4,56.0,大野拓弥,2:37.7,1/2,8-6-4-3,34.7,5.7,3.0,462(-2),[東]久保田貴,草間庸文,607.2,1,201706030409
3,4,4,ウインヴォラーレ,牡4,55.0,松岡正海,2:37.7,アタマ,2-2-2-2,35.0,12.4,7.0,454(+2),[東]手塚貴久,ウイン,383.6,1,201706030409
4,5,6,マイネルフレスコ,牡6,55.0,津村明秀,2:37.9,1.1/4,10-10-10-5,34.6,7.3,4.0,480(0),[東]高橋祥泰,サラブレッドクラブ・ラフィアン,230.0,0,201706030409
5,2,2,サブライムカイザー,牡5,57.0,田辺裕信,2:37.9,クビ,1-1-1-1,35.2,5.3,2.0,500(-4),[東]池上昌弘,ヒダカ・ブリーダーズ・ユニオン,150.0,0,201706030409
6,5,5,ケージーキンカメ,牡6,54.0,酒井学,2:38.2,1.3/4,6-6-7-9,35.1,11.2,6.0,472(-4),[西]飯田雄三,岩崎僖澄,,0,201706030409
7,6,7,マイネルクラフト,牡4,55.0,柴田大知,2:38.2,クビ,6-6-7-9,35.1,2.9,1.0,482(+2),[東]手塚貴久,サラブレッドクラブ・ラフィアン,,0,201706030409
